theta,empirical_real,empirical_imag,se_real,se_imag,theoretical_real,theoretical_imag
9.999999999999997780e-02,-4.215138699739240727e-03,-1.394344150934543345e-03,5.524728437682476651e-03,5.553319470992237536e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.024999999999999800e-01,-4.245398479345911975e-03,-1.414258194506262493e-03,5.524572276125076960e-03,5.553538341819943235e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.049999999999999822e-01,-4.275011948313188828e-03,-1.434076831332620205e-03,5.524425522460934233e-03,5.553752007994965274e-03,1.387778780781445676e-17,0.000000000000000000e+00
1.074999999999999845e-01,-4.303975587282957323e-03,-1.453802846661896107e-03,5.524288207130613471e-03,5.553960441864814850e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.099999999999999867e-01,-4.332285944716627799e-03,-1.473439000221605068e-03,5.524160364195795231e-03,5.554163611563151665e-03,2.775557561562891351e-17,0.000000000000000000e+00
1.124999999999999889e-01,-4.359939636007077041e-03,-1.492988024417510329e-03,5.524042031326874963e-03,5.554361481020967696e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.149999999999999911e-01,-4.386933342596491085e-03,-1.512452622545582860e-03,5.523933249776315918e-03,5.554554009991890737e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.174999999999999933e-01,-4.413263811101266615e-03,-1.531835467017742458e-03,5.523834064337722685e-03,5.554741154091640681e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.199999999999999956e-01,-4.438927852445101983e-03,-1.551139197602404481e-03,5.523744523290633618e-03,5.554922864851611665e-03,1.387778780781445676e-17,0.000000000000000000e+00
1.224999999999999978e-01,-4.463922341001461819e-03,-1.570366419680595737e-03,5.523664678331094598e-03,5.555099089786554901e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.250000000000000000e-01,-4.488244213746384048e-03,-1.589519702518639140e-03,5.523594584488066180e-03,5.555269772476272017e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.275000000000000022e-01,-4.511890469422945131e-03,-1.608601577558255429e-03,5.523534300025766466e-03,5.555434852661219995e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.300000000000000044e-01,-4.534858167718237854e-03,-1.627614536724944971e-03,5.523483886332090226e-03,5.555594266351896772e-03,1.387778780781445676e-17,0.000000000000000000e+00
1.325000000000000067e-01,-4.557144428454061244e-03,-1.646561030755543022e-03,5.523443407793272517e-03,5.555747945951845269e-03,1.387778780781445676e-17,0.000000000000000000e+00
1.350000000000000089e-01,-4.578746430792331353e-03,-1.665443467545808885e-03,5.523412931654964227e-03,5.555895820394080725e-03,1.387778780781445676e-17,0.000000000000000000e+00
1.375000000000000111e-01,-4.599661412456186940e-03,-1.684264210518897874e-03,5.523392527869985802e-03,5.556037815290714929e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.400000000000000133e-01,-4.619886668967854333e-03,-1.703025577015546393e-03,5.523382268932972537e-03,5.556173853095529303e-03,1.387778780781445676e-17,0.000000000000000000e+00
1.425000000000000155e-01,-4.639419552904213394e-03,-1.721729836706843535e-03,5.523382229702243629e-03,5.556303853279220134e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.450000000000000178e-01,-4.658257473171016974e-03,-1.740379210030345344e-03,5.523392487209160401e-03,5.556427732516999382e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.475000000000000200e-01,-4.676397894296716214e-03,-1.758975866650429234e-03,5.523413120455355346e-03,5.556545404888221448e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.500000000000000222e-01,-4.693838335746815423e-03,-1.777521923943604790e-03,5.523444210198208415e-03,5.556656782087660354e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.524999999999999689e-01,-4.710576371259571002e-03,-1.796019445509640074e-03,5.523485838724941782e-03,5.556761773648063486e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.549999999999999711e-01,-4.726609628203994572e-03,-1.814470439709229416e-03,5.523538089615792797e-03,5.556860287173547366e-03,-1.387778780781445676e-17,0.000000000000000000e+00
