theta,empirical_real,empirical_imag,se_real,se_imag,theoretical_real,theoretical_imag
-2.500000000000002220e-03,6.915536881250757169e-04,5.007158572108748665e-03,4.942013884782530536e-03,4.977395884858898736e-03,3.736077168610685284e-04,0.000000000000000000e+00
0.000000000000000000e+00,2.586088463308233091e-04,5.032249106198121401e-03,4.941803179401229804e-03,4.976970263187308584e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000002220e-03,-1.679012127854145366e-04,5.056727451357549002e-03,4.941619312319124081e-03,4.976610586935021653e-03,-3.671263365445376348e-04,0.000000000000000000e+00
5.000000000000004441e-03,-5.879435703365899725e-04,5.080600568555184056e-03,4.941462125176992667e-03,4.976317358784294008e-03,-7.277518366276269912e-04,0.000000000000000000e+00
7.500000000000006661e-03,-1.001486391797331123e-03,5.103875688596068091e-03,4.941331472732697801e-03,4.976091047475020637e-03,-1.081858252334283454e-03,0.000000000000000000e+00
9.999999999999981126e-03,-1.408498926030031951e-03,5.126560307527388595e-03,4.941227222775700957e-03,4.975932087656897117e-03,-1.429428537943644439e-03,0.000000000000000000e+00
1.249999999999998335e-02,-1.808951504286799433e-03,5.148662181750316216e-03,4.941149256050604913e-03,4.975840879744512085e-03,-1.770446843563644457e-03,0.000000000000000000e+00
1.499999999999998557e-02,-2.202815539185753232e-03,5.170189322842798016e-03,4.941097466189408455e-03,4.975817789775859729e-03,-2.104898508441449545e-03,0.000000000000000000e+00
1.749999999999998779e-02,-2.590063523660205563e-03,5.191149992098365203e-03,4.941071759652109451e-03,4.975863149274953150e-03,-2.432770053953647871e-03,0.000000000000000000e+00
1.999999999999999001e-02,-2.970669029878485971e-03,5.211552694786121369e-03,4.941072055675143661e-03,4.975977255119236851e-03,-2.754049176277528765e-03,0.000000000000000000e+00
2.249999999999999223e-02,-3.344606708132044290e-03,5.231406174138005308e-03,4.941098286227062555e-03,4.976160369412615386e-03,-3.068724738750638892e-03,0.000000000000000000e+00
2.499999999999999445e-02,-3.711852285688917261e-03,5.250719405069400811e-03,4.941150395970790067e-03,4.976412719364978546e-03,-3.376786763918893097e-03,0.000000000000000000e+00
2.749999999999999667e-02,-4.072382565609474446e-03,5.269501587639976829e-03,4.941228342231662914e-03,4.976734497179176320e-03,-3.678226425281649892e-03,0.000000000000000000e+00
2.999999999999999889e-02,-4.426175425520773206e-03,5.287762140261870365e-03,4.941332094970413147e-03,4.977125859946468847e-03,-3.973036038734084618e-03,0.000000000000000000e+00
3.250000000000000111e-02,-4.773209816345730210e-03,5.305510692662754671e-03,4.941461636760159648e-03,4.977586929551505203e-03,-4.261209053714604122e-03,0.000000000000000000e+00
3.500000000000000333e-02,-5.113465760982914034e-03,5.322757078611846208e-03,4.941616962766413705e-03,4.978117792587988949e-03,-4.542740044059606630e-03,0.000000000000000000e+00
3.750000000000000555e-02,-5.446924352932416488e-03,5.339511328417049542e-03,4.941798080729043960e-03,4.978718500286175366e-03,-4.817624698572553488e-03,0.000000000000000000e+00
3.999999999999998002e-02,-5.773567754863072506e-03,5.355783661202093322e-03,4.942005010945071421e-03,4.979389068453413808e-03,-5.085859811310766698e-03,0.000000000000000000e+00
4.249999999999998224e-02,-6.093379197115954965e-03,5.371584476972625886e-03,4.942237786251152225e-03,4.980129477428981571e-03,-5.347443271596696857e-03,0.000000000000000000e+00
4.499999999999998446e-02,-6.406342976138793693e-03,5.386924348480636240e-03,4.942496452004519966e-03,4.980939672054444413e-03,-5.602374053756714600e-03,0.000000000000000000e+00
4.749999999999998668e-02,-6.712444452845852533e-03,5.401814012896927024e-03,4.942781066061168078e-03,4.981819561660830002e-03,-5.850652206595502447e-03,0.000000000000000000e+00
4.999999999999998890e-02,-7.011670050897433198e-03,5.416264363301603706e-03,4.943091698750002455e-03,4.982769020073885870e-03,-6.092278842610987510e-03,0.000000000000000000e+00
5.249999999999999112e-02,-7.304007254893042818e-03,5.430286440002808808e-03,4.943428432841676275e-03,4.983787885638679520e-03,-6.327256126953284543e-03,0.000000000000000000e+00
5.499999999999999334e-02,-7.589444608472098973e-03,5.443891421694207512e-03,4.943791363510822469e-03,4.984875961264820937e-03,-6.555587266137918867e-03,0.000000000000000000e+00
5.749999999999999556e-02,-7.867971712315792801e-03,5.457090616461967789e-03,4.944180598290370647e-03,4.986033014493527864e-03,-6.777276496515161064e-03,0.000000000000000000e+00
5.999999999999999778e-02,-8.139579222043710760e-03,5.469895452652179420e-03,4.944596257016679527e-03,4.987258777587776776e-03,-6.992329072504799292e-03,0.000000000000000000e+00
6.250000000000000000e-02,-8.404258845998510349e-03,5.482317469609790730e-03,4.945038471764176893e-03,4.988552947646681876e-03,-7.200751254600845641e-03,0.000000000000000000e+00
6.500000000000000222e-02,-8.662003342912019677e-03,5.494368308300491381e-03,4.945507386768249400e-03,4.989915186745294724e-03,-7.402550297153254188e-03,0.000000000000000000e+00
6.750000000000000444e-02,-8.912806519445922587e-03,5.506059701826871572e-03,4.946003158335164455e-03,4.991345122100858400e-03,-7.597734435933672925e-03,0.000000000000000000e+00
7.000000000000000666e-02,-9.156663227600093935e-03,5.517403465850514131e-03,4.946525954737771708e-03,4.992842346266609076e-03,-7.786312875490947194e-03,0.000000000000000000e+00
7.250000000000000888e-02,-9.393569361981721558e-03,5.528411488931749690e-03,4.947075956095869573e-03,4.994406417354063481e-03,-7.968295776304645806e-03,0.000000000000000000e+00
7.500000000000001110e-02,-9.623521856928166779e-03,5.539095722798771312e-03,4.947653354240065006e-03,4.996036859284721209e-03,-8.143694241741578077e-03,0.000000000000000000e+00
7.750000000000001332e-02,-9.846518683476631478e-03,5.549468172558072107e-03,4.948258352558084806e-03,4.997733162072015393e-03,-8.312520304823933781e-03,0.000000000000000000e+00
8.000000000000001554e-02,-1.006255884617353671e-02,5.559540886858040966e-03,4.948891165822512372e-03,4.999494782134262030e-03,-8.474786914815624073e-03,0.000000000000000000e+00
8.250000000000001776e-02,-1.027164237971675206e-02,5.569325948017699902e-03,4.949552019998980194e-03,5.001321142639315702e-03,-8.630507923633956580e-03,0.000000000000000000e+00
8.500000000000001998e-02,-1.047377034542362056e-02,5.578835462132488397e-03,4.950241152033961999e-03,5.003211633881466010e-03,-8.779698072093777839e-03,0.000000000000000000e+00
8.750000000000002220e-02,-1.066894482751799302e-02,5.588081549169040922e-03,4.950958809621314530e-03,5.005165613691146299e-03,-8.922372975991466060e-03,0.000000000000000000e+00
